Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v3.0 Base Score,CVSS v2.0 Temporal Score,CVSS v3.0 Temporal Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date,Metasploit,Core Impact,CANVAS,Group
14274,,,None,10.10.1.103,udp,32772,Nessus SNMP Scanner,SNMP information is enumerated to learn about other open ports.,"This plugin runs an SNMP scan against the remote machine to find open
ports.
See the section 'plugins options' to configure it.",n/a,,Port 32772/udp was found to be open,,,,,None,,,,15/08/2004,29/01/2018,,,,Unix Cloud
14274,,,None,10.10.1.103,udp,32774,Nessus SNMP Scanner,SNMP information is enumerated to learn about other open ports.,"This plugin runs an SNMP scan against the remote machine to find open
ports.
See the section 'plugins options' to configure it.",n/a,,Port 32774/udp was found to be open,,,,,None,,,,15/08/2004,29/01/2018,,,,Unix Cloud
14274,,,None,10.10.1.103,udp,52357,Nessus SNMP Scanner,SNMP information is enumerated to learn about other open ports.,"This plugin runs an SNMP scan against the remote machine to find open
ports.
See the section 'plugins options' to configure it.",n/a,,Port 52357/udp was found to be open,,,,,None,,,,15/08/2004,29/01/2018,,,,Unix Cloud
19506,,,None,10.10.1.103,tcp,0,Nessus Scan Information,This plugin displays information about the Nessus scan.,"This plugin displays, for each tested host, information about the
scan itself :
  - The version of the plugin set.
  - The type of scanner (Nessus or Nessus Home).
  - The version of the Nessus Engine.
  - The port scanner(s) used.
  - The port range scanned.
  - The ping round trip time 
  - Whether credentialed or third-party patch management
    checks are possible.
  - Whether the display of superseded patches is enabled
  - The date of the scan.
  - The duration of the scan.
  - The number of hosts scanned in parallel.
  - The number of checks done in parallel.",n/a,,"Information about this scan : 
Nessus version : 10.1.0
Nessus build : X20054
Plugin feed version : 202202181222
Scanner edition used : Nessus
Scanner OS : WINDOWS
Scanner distribution : win-x86-64
Scan type : Normal
Scan name : VAScan-UNIX-AI INFRA&IBM
Scan policy used : Advanced Scan
Scanner IP : 10.81.234.6
Port scanner(s) : snmp_scanner 
Port range : default
Ping RTT : Unavailable
Thorough tests : no
Experimental tests : no
Paranoia level : 1
Report verbosity : 1
Safe checks : yes
Optimize the test : yes
Credentialed checks : no
Patch management checks : None
Display superseded patches : yes (supersedence plugin launched)
CGI scanning : disabled
Web application tests : disabled
Max hosts : 5
Max checks : 5
Recv timeout : 5
Backports : Detected
Allow post-scan editing: Yes
Scan Start Date : 2022/2/18 23:48 SE Asia Standard Time
Scan duration : 98 sec
",,,,,None,,,,26/08/2005,27/09/2021,,,,Unix Cloud
22964,,,None,10.10.1.103,tcp,22,Service Detection,The remote service could be identified.,"Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.",n/a,,An SSH server is running on this port.,,,,,None,,,,19/08/2007,14/04/2021,,,,Unix Cloud
25220,,,None,10.10.1.103,tcp,0,TCP/IP Timestamps Supported,The remote service implements TCP timestamps.,"The remote host implements TCP timestamps, as defined by RFC1323.  A
side effect of this feature is that the uptime of the remote host can
sometimes be computed.",n/a,http://www.ietf.org/rfc/rfc1323.txt,,,,,,None,,,,16/05/2007,06/03/2019,,,,Unix Cloud
34022,,,None,10.10.1.103,udp,161,SNMP Query Routing Information Disclosure,The list of IP routes on the remote host can be obtained via SNMP.,"It is possible to obtain the routing information on the remote host
by sending SNMP requests with the OID 1.3.6.1.2.1.4.21
An attacker may use this information to gain more knowledge about the
network topology.","Disable the SNMP service on the remote host if you do not use it, or
filter incoming UDP packets going to this port.",,"
10.10.1.0/255.255.255.0
",,,,,None,,,,21/08/2008,24/05/2011,,,,Unix Cloud
35296,,,None,10.10.1.103,udp,161,SNMP Protocol Version Detection,"This plugin reports the protocol version negotiated with the remote
SNMP agent.","By sending an SNMP 'get-next-request', it is possible to determine the
protocol version of the remote SNMP agent.","Disable the SNMP service on the remote host if you do not use it, or
filter incoming UDP packets going to this port.",https://en.wikipedia.org/wiki/Simple_Network_Management_Protocol,"
Nessus has negotiated SNMP communications at SNMPv2c.
",,,,,None,,,,06/01/2009,22/11/2019,,,,Unix Cloud
35716,,,None,10.10.1.103,tcp,0,Ethernet Card Manufacturer Detection,The manufacturer can be identified from the Ethernet OUI.,"Each ethernet MAC address starts with a 24-bit Organizationally 
Unique Identifier (OUI). These OUIs are registered by IEEE.",n/a,"https://standards.ieee.org/faqs/regauth.html
http://www.nessus.org/u?794673b4","
The following card manufacturers were identified :
88:94:71:2D:E1:E5 : Brocade Communications Systems LLC
",,,,,None,,,,19/02/2009,13/05/2020,,,,Unix Cloud
39520,,,None,10.10.1.103,tcp,22,Backported Security Patch Detection (SSH),Security patches are backported.,"Security patches may have been 'backported' to the remote SSH server
without changing its version number. 
Banner-based checks have been disabled to avoid false positives. 
Note that this test is informational only and does not denote any
security problem.",n/a,https://access.redhat.com/security/updates/backporting/?sc_cid=3093,"
Give Nessus credentials to perform local checks.
",,,,,None,,,,25/06/2009,07/07/2015,,,,Unix Cloud
40448,,,None,10.10.1.103,udp,161,SNMP Supported Protocols Detection,"This plugin reports all the protocol versions successfully negotiated
with the remote SNMP agent.","Extend the SNMP settings data already gathered by testing for\
SNMP versions other than the highest negotiated.",n/a,,"This host supports SNMP version SNMPv1.
This host supports SNMP version SNMPv2c.
",,,,,None,,,,31/07/2009,19/01/2013,,,,Unix Cloud
41028,CVE-1999-0517,7.5,High,10.10.1.103,udp,161,SNMP Agent Default Community Name (public),The community name of the remote SNMP server can be guessed.,"It is possible to obtain the default community name of the remote
SNMP server.
An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.",,"
The remote SNMP server replies to the following default community
string :
public",,,5.5,,High,2112,,,25/11/2002,22/08/2018,,,,Unix Cloud
45590,,,None,10.10.1.103,tcp,0,Common Platform Enumeration (CPE),"It was possible to enumerate CPE names that matched on the remote
system.","By using information obtained from a Nessus scan, this plugin reports
CPE (Common Platform Enumeration) matches for various hardware and
software products found on a host. 
Note that if an official CPE is not available for the product, this
plugin computes the best possible CPE based on the information
available from the scan.",n/a,"http://cpe.mitre.org/
https://nvd.nist.gov/products/cpe","
Following application CPE matched on the remote system : 
  cpe:/a:openbsd:openssh:6.2 -> OpenBSD OpenSSH
",,,,,None,,,,21/04/2010,14/02/2022,,,,Unix Cloud
54615,,,None,10.10.1.103,tcp,0,Device Type,It is possible to guess the remote device type.,"Based on the remote operating system, it is possible to determine
what the remote system type is (eg: a printer, router, general-purpose
computer, etc).",n/a,,"Remote device type : switch
Confidence level : 98
",,,,,None,,,,23/05/2011,23/05/2011,,,,Unix Cloud
70657,,,None,10.10.1.103,tcp,22,SSH Algorithms and Languages Supported,An SSH server is listening on this port.,"This script detects which algorithms and languages are supported by
the remote service for encrypting communications.",n/a,,"
Nessus negotiated the following encryption algorithm with the server : 
The server supports the following options for kex_algorithms : 
  diffie-hellman-group-exchange-sha1
  diffie-hellman-group-exchange-sha256
  diffie-hellman-group1-sha1
  diffie-hellman-group14-sha1
  ecdh-sha2-nistp256
  ecdh-sha2-nistp384
  ecdh-sha2-nistp521
The server supports the following options for server_host_key_algorithms : 
  ecdsa-sha2-nistp256
  ssh-dss
  ssh-rsa
The server supports the following options for encryption_algorithms_client_to_server : 
  3des-cbc
  aes128-cbc
  aes128-ctr
  aes192-cbc
  aes192-ctr
  aes256-cbc
  aes256-ctr
The server supports the following options for encryption_algorithms_server_to_client : 
  3des-cbc
  aes128-cbc
  aes128-ctr
  aes192-cbc
  aes192-ctr
  aes256-cbc
  aes256-ctr
The server supports the following options for mac_algorithms_client_to_server : 
  hmac-md5
  hmac-sha1
  hmac-sha2-256
  hmac-sha2-512
The server supports the following options for mac_algorithms_server_to_client : 
  hmac-md5
  hmac-sha1
  hmac-sha2-256
  hmac-sha2-512
The server supports the following options for compression_algorithms_client_to_server : 
  none
  zlib@openssh.com
The server supports the following options for compression_algorithms_server_to_client : 
  none
  zlib@openssh.com
",,,,,None,,,,28/10/2013,28/08/2017,,,,Unix Cloud
70658,CVE-2008-5161,2.6,Low,10.10.1.103,tcp,22,SSH Server CBC Mode Ciphers Enabled,The SSH server is configured to use Cipher Block Chaining.,"The SSH server is configured to support Cipher Block Chaining (CBC)
encryption.  This may allow an attacker to recover the plaintext message
from the ciphertext. 
Note that this plugin only checks for the options of the SSH server and
does not check for vulnerable software versions.","Contact the vendor or consult product documentation to disable CBC mode
cipher encryption, and enable CTR or GCM cipher mode encryption.",,"
The following client-to-server Cipher Block Chaining (CBC) algorithms
are supported : 
  3des-cbc
  aes128-cbc
  aes192-cbc
  aes256-cbc
The following server-to-client Cipher Block Chaining (CBC) algorithms
are supported : 
  3des-cbc
  aes128-cbc
  aes192-cbc
  aes256-cbc
",,,1.9,,Low,32319,CERT:958563;CWE:200,,28/10/2013,30/07/2018,,,,Unix Cloud
71049,,2.6,Low,10.10.1.103,tcp,22,SSH Weak MAC Algorithms Enabled,"The remote SSH server is configured to allow MD5 and 96-bit MAC
algorithms.","The remote SSH server is configured to allow either MD5 or 96-bit MAC
algorithms, both of which are considered weak.
Note that this plugin only checks for the options of the SSH server,
and it does not check for vulnerable software versions.","Contact the vendor or consult product documentation to disable MD5 and
96-bit MAC algorithms.",,"
The following client-to-server Message Authentication Code (MAC) algorithms
are supported : 
  hmac-md5
The following server-to-client Message Authentication Code (MAC) algorithms
are supported : 
  hmac-md5
",,,,,Low,,,,22/11/2013,14/12/2016,,,,Unix Cloud
76474,,5,Medium,10.10.1.103,udp,161,SNMP 'GETBULK' Reflection DDoS,"The remote SNMP daemon is affected by a vulnerability that allows a
reflected distributed denial of service attack.","The remote SNMP daemon is responding with a large amount of data to a
'GETBULK' request with a larger than normal value for
'max-repetitions'. A remote attacker can use this SNMP server to
conduct a reflected distributed denial of service attack on an
arbitrary remote host.","Disable the SNMP service on the remote host if you do not use it.
Otherwise, restrict and monitor access to this service, and consider
changing the default 'public' community string.","http://www.nessus.org/u?8b551b5c
http://www.nessus.org/u?bdb53cfc","
Nessus was able to determine the SNMP service can be abused in an SNMP
Reflection DDoS attack :
  Request size  (bytes) : 42
  Response size (bytes) : 2028
",,,3.7,,Medium,,,,11/07/2014,08/08/2018,,,,Unix Cloud
86420,,,None,10.10.1.103,tcp,0,Ethernet MAC Addresses,"This plugin gathers MAC addresses from various sources and
consolidates them into a list.","This plugin gathers MAC addresses discovered from both remote probing
of the host (e.g. SNMP and Netbios) and from running local checks
(e.g. ifconfig). It then consolidates the MAC addresses into a single,
unique, and uniform list.",n/a,,"The following is a consolidated list of detected MAC addresses:
  - 88:94:71:2D:E1:E5
  - 31:39:36:36:30:38
  - 31:39:36:38:36:34
  - 31:39:37:31:32:30
  - 31:39:37:33:37:36
  - 31:39:37:36:33:32
  - 31:39:37:38:38:38
  - 31:39:38:31:34:34
  - 31:39:38:34:30:30
  - 31:39:38:36:35:36
  - 31:39:38:39:31:32
  - 31:39:39:31:36:38
  - 31:39:39:34:32:34
  - 31:39:39:36:38:30
  - 31:39:39:39:33:36
  - 32:30:30:31:39:32
  - 32:30:30:34:34:38
  - 32:30:30:37:30:34
  - 32:30:30:39:36:30
  - 32:30:31:32:31:36
  - 32:30:31:34:37:32
  - 32:30:31:37:32:38
  - 32:30:31:39:38:34
  - 32:30:32:32:34:30
  - 32:30:32:34:39:36
",,,,,None,,,,16/10/2015,13/05/2020,,,,Unix Cloud
110723,,,None,10.10.1.103,tcp,0,Target Credential Status by Authentication Protocol - No Credentials Provided,"Nessus was able to find common ports used for local checks,
however, no credentials were provided in the scan policy.","Nessus was not able to successfully authenticate directly to the
remote target on an available authentication protocol. Nessus was
able to connect to the remote port and identify that the service
running on the port supports an authentication protocol, but Nessus
failed to authenticate to the remote service using the provided
credentials. There may have been a protocol failure that prevented
authentication from being attempted or all of the provided credentials
for the authentication protocol may be invalid. See plugin output for
error details.
Please note the following :
- This plugin reports per protocol, so it is possible for
  valid credentials to be provided for one protocol and not
  another. For example, authentication may succeed via SSH
  but fail via SMB, while no credentials were provided for
  an available SNMP service.
- Providing valid credentials for all available
  authentication protocols may improve scan coverage, but
  the value of successful authentication for a given
  protocol may vary from target to target depending upon
  what data (if any) is gathered from the target via that
  protocol. For example, successful authentication via SSH
  is more valuable for Linux targets than for Windows
  targets, and likewise successful authentication via SMB
  is more valuable for Windows targets than for Linux
  targets.",n/a,,"SSH was detected on port 22 but no credentials were provided.
SSH local checks were not enabled.
",,,,,None,,IAVB:0001-B-0504,,27/06/2018,19/11/2021,,,,Unix Cloud
117886,,,None,10.10.1.103,tcp,0,OS Security Patch Assessment Not Available,OS Security Patch Assessment is not available.,"OS Security Patch Assessment is not available on the remote host.
This does not necessarily indicate a problem with the scan.
Credentials may not have been provided, OS security patch assessment
may not be supported for the target, the target may not have been
identified, or another issue may have occurred that prevented OS
security patch assessment from being available. See plugin output for
details.
This plugin reports non-failure information impacting the availability
of OS Security Patch Assessment. Failure information is reported by
plugin 21745 : 'OS Security Patch Assessment failed'.  If a target
host is not supported for OS Security Patch Assessment, plugin
110695 : 'OS Security Patch Assessment Checks Not Supported' will
report concurrently with this plugin.",n/a,,"
The following issues were reported :
  - Plugin      : no_local_checks_credentials.nasl
    Plugin ID   : 110723
    Plugin Name : Target Credential Status by Authentication Protocol - No Credentials Provided
    Message     : 
Credentials were not provided for detected SSH service.
",,,,,None,,IAVB:0001-B-0515,,02/10/2018,12/07/2021,,,,Unix Cloud
149334,,,None,10.10.1.103,tcp,22,SSH Password Authentication Accepted,The SSH server on the remote host accepts password authentication.,The SSH server on the remote host accepts password authentication.,n/a,https://tools.ietf.org/html/rfc4252#section-8,,,,,,None,,,,07/05/2021,07/05/2021,,,,Unix Cloud
153588,,,None,10.10.1.103,tcp,22,SSH SHA-1 HMAC Algorithms Enabled,The remote SSH server is configured to enable SHA-1 HMAC algorithms.,"The remote SSH server is configured to enable SHA-1 HMAC algorithms.
Although NIST has formally deprecated use of SHA-1 for digital signatures, SHA-1 is still considered secure for HMAC as
the security of HMAC does not rely on the underlying hash function being resistant to collisions.
Note that this plugin only checks for the options of the remote SSH server.",n/a,,"
The following client-to-server SHA-1 Hash-based Message Authentication Code (HMAC) algorithms are supported : 
  hmac-sha1
The following server-to-client SHA-1 Hash-based Message Authentication Code (HMAC) algorithms are supported : 
  hmac-sha1
",,,,,None,,,,23/09/2021,23/09/2021,,,,Unix Cloud
153953,,2.6,Low,10.10.1.103,tcp,22,SSH Weak Key Exchange Algorithms Enabled,The remote SSH server is configured to allow weak key exchange algorithms.,"The remote SSH server is configured to allow key exchange algorithms which are considered weak.
This is based on the IETF draft document Key Exchange (KEX) Method Updates and Recommendations for Secure Shell (SSH)
draft-ietf-curdle-ssh-kex-sha2-20. Section 4 lists guidance on key exchange algorithms that SHOULD NOT and MUST NOT be
enabled. This includes:
  diffie-hellman-group-exchange-sha1
  diffie-hellman-group1-sha1
  gss-gex-sha1-*
  gss-group1-sha1-*
  gss-group14-sha1-*
  rsa1024-sha1
Note that this plugin only checks for the options of the SSH server, and it does not check for vulnerable software
versions.",Contact the vendor or consult product documentation to disable the weak algorithms.,"http://www.nessus.org/u?b02d91cd
https://datatracker.ietf.org/doc/html/rfc8732","
The following weak key exchange algorithms are enabled : 
  diffie-hellman-group-exchange-sha1
  diffie-hellman-group1-sha1
",,3.7,,,Low,,,,13/10/2021,13/10/2021,,,,Unix Cloud
10267,,,None,10.10.1.104,tcp,22,SSH Server Type and Version Information,An SSH server is listening on this port.,"It is possible to obtain information about the remote SSH server by
sending an empty authentication request.",n/a,,"
SSH version : SSH-2.0-OpenSSH_6.2
SSH supported authentication : publickey,password
",,,,,None,,IAVT:0001-T-0933,,12/10/1999,22/09/2020,,,,Unix Cloud
10287,,,None,10.10.1.104,udp,0,Traceroute Information,It was possible to obtain traceroute information.,Makes a traceroute to the remote host.,n/a,,"For your information, here is the traceroute from 10.81.234.6 to 10.10.1.104 : 
10.81.234.6
10.81.234.5
10.10.1.104
Hop Count: 2
",,,,,None,,,,27/11/1999,20/08/2020,,,,Unix Cloud
10551,,,None,10.10.1.104,udp,161,SNMP Request Network Interfaces Enumeration,"The list of network interfaces cards of the remote host can be obtained via
SNMP.","It is possible to obtain the list of the network interfaces installed
on the remote host by sending SNMP requests with the OID 1.3.6.1.2.1.2.1.0
An attacker may use this information to gain more knowledge about
the target host.","Disable the SNMP service on the remote host if you do not use it,
or filter incoming UDP packets going to this port.",,"
 Interface 1 information :
 ifIndex       : 805306369
 ifDescr       : eth0
 ifPhysAddress : 8894712deeef
 Interface 2 information :
 ifIndex       : 805306370
 ifDescr       : lo
 ifPhysAddress : 
 Interface 3 information :
 ifIndex       : 805306371
 ifDescr       : sit0
 ifPhysAddress : 
 Interface 4 information :
 ifIndex       : 805306372
 ifDescr       : ip6tnl0
 ifPhysAddress : 
 Interface 5 information :
 ifIndex       : 805306373
 ifDescr       : fc0
 ifPhysAddress : 8894712deeef
 Interface 6 information :
 ifIndex       : 805306374
 ifDescr       : port0
 ifPhysAddress : 8894712deeef
 Interface 7 information :
 ifIndex       : 1073741824
 ifDescr       : FC port 0/0
 ifPhysAddress : 313936363038
 Interface 8 information :
 ifIndex       : 1073741825
 ifDescr       : FC port 0/1
 ifPhysAddress : 313936383634
 Interface 9 information :
 ifIndex       : 1073741826
 ifDescr       : FC port 0/2
 ifPhysAddress : 313937313230
 Interface 10 information :
 ifIndex       : 1073741827
 ifDescr       : FC port 0/3
 ifPhysAddress : 313937333736
 Interface 11 information :
 ifIndex       : 1073741828
 ifDescr       : FC port 0/4
 ifPhysAddress : 313937363332
 Interface 12 information :
 ifIndex       : 1073741829
 ifDescr       : FC port 0/5
 ifPhysAddress : 313937383838
 Interface 13 information :
 ifIndex       : 1073741830
 ifDescr       : FC port 0/6
 ifPhysAddress : 313938313434
 Interface 14 information :
 ifIndex       : 1073741831
 ifDescr       : FC port 0/7
 ifPhysAddress : 313938343030
 Interface 15 information :
 ifIndex       : 1073741832
 ifDescr       : FC port 0/8
 ifPhysAddress : 313938363536
 Interface 16 information :
 ifIndex       : 1073741833
 ifDescr       : FC port 0/9
 ifPhysAddress : 313938393132
 Interface 17 information :
 ifIndex       : 1073741834
 ifDescr       : FC port 0/10
 ifPhysAddress : 313939313638
 Interface 18 information :
 ifIndex       : 1073741835
 ifDescr       : FC port 0/11
 ifPhysAddress : 313939343234
 Interface 19 information :
 ifIndex       : 1073741836
 ifDescr       : FC port 0/12
 ifPhysAddress : 313939363830
 Interface 20 information :
 ifIndex       : 1073741837
 ifDescr       : FC port 0/13
 ifPhysAddress : 313939393336
 Interface 21 information :
 ifIndex       : 1073741838
 ifDescr       : FC port 0/14
 ifPhysAddress : 323030313932
 Interface 22 information :
 ifIndex       : 1073741839
 ifDescr       : FC port 0/15
 ifPhysAddress : 323030343438
 Interface 23 information :
 ifIndex       : 1073741840
 ifDescr       : FC port 0/16
 ifPhysAddress : 323030373034
 Interface 24 information :
 ifIndex       : 1073741841
 ifDescr       : FC port 0/17
 ifPhysAddress : 323030393630
 Interface 25 information :
 ifIndex       : 1073741842
 ifDescr       : FC port 0/18
 ifPhysAddress : 323031323136
 Interface 26 information :
 ifIndex       : 1073741843
 ifDescr       : FC port 0/19
 ifPhysAddress : 323031343732
 Interface 27 information :
 ifIndex       : 1073741844
 ifDescr       : FC port 0/20
 ifPhysAddress : 323031373238
 Interface 28 information :
 ifIndex       : 1073741845
 ifDescr       : FC port 0/21
 ifPhysAddress : 323031393834
 Interface 29 information :
 ifIndex       : 1073741846
 ifDescr       : FC port 0/22
 ifPhysAddress : 323032323430
 Interface 30 information :
 ifIndex       : 1073741847
 ifDescr       : FC port 0/23
 ifPhysAddress : 323032343936
",,,,,None,,,,13/11/2000,24/05/2011,,,,Unix Cloud
