Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v3.0 Base Score,CVSS v2.0 Temporal Score,CVSS v3.0 Temporal Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date,Metasploit,Core Impact,CANVAS
"11219","","","None","10.150.1.21","tcp","30002","Nessus SYN scanner","It is possible to determine which TCP ports are open.","This plugin is a SYN 'half-open' port scanner.  It shall be reasonably
quick even against a firewalled target. 

Note that SYN scans are less intrusive than TCP (full connect) scans
against broken services, but they might cause problems for less robust
firewalls and also leave unclosed connections on the remote target, if
the network is loaded.","Protect your target with an IP filter.","","Port 30002/tcp was found to be open","","","","","None","","","","2009/02/04","2022/02/14","","",""
"11936","","","None","10.150.1.21","tcp","0","OS Identification","It is possible to guess the remote operating system.","Using a combination of remote probes (e.g., TCP/IP, SMB, HTTP, NTP,
SNMP, etc.), it is possible to guess the name of the remote operating
system in use. It is also possible sometimes to guess the version of
the operating system.","n/a","","
Remote operating system : Linux Kernel 2.6
Confidence level : 65
Method : SinFP

 
The remote host is running Linux Kernel 2.6","","","","","None","","","","2003/12/09","2022/03/09","","",""
"19506","","","None","10.150.1.21","tcp","0","Nessus Scan Information","This plugin displays information about the Nessus scan.","This plugin displays, for each tested host, information about the
scan itself :

  - The version of the plugin set.
  - The type of scanner (Nessus or Nessus Home).
  - The version of the Nessus Engine.
  - The port scanner(s) used.
  - The port range scanned.
  - The ping round trip time 
  - Whether credentialed or third-party patch management
    checks are possible.
  - Whether the display of superseded patches is enabled
  - The date of the scan.
  - The duration of the scan.
  - The number of hosts scanned in parallel.
  - The number of checks done in parallel.","n/a","","Information about this scan : 

Nessus version : 10.1.2
Nessus build : 20068
Plugin feed version : 202204050345
Scanner edition used : Nessus
Scanner OS : WINDOWS
Scanner distribution : win-x86-64
Scan type : Normal
Scan name : KTC Mobile
Scan policy used : Advanced Scan
Scanner IP : 172.20.33.146
Port scanner(s) : nessus_syn_scanner 
Port range : default
Ping RTT : Unavailable
Thorough tests : no
Experimental tests : no
Paranoia level : 1
Report verbosity : 1
Safe checks : yes
Optimize the test : yes
Credentialed checks : no
Patch management checks : None
Display superseded patches : yes (supersedence plugin launched)
CGI scanning : disabled
Web application tests : disabled
Max hosts : 5
Max checks : 5
Recv timeout : 5
Backports : None
Allow post-scan editing: Yes
Scan Start Date : 2022/4/5 19:45 SE Asia Standard Time
Scan duration : 1250 sec
","","","","","None","","","","2005/08/26","2022/04/04","","",""
"21643","","","None","10.150.1.21","tcp","6443","SSL Cipher Suites Supported","The remote service encrypts communications using SSL.","This plugin detects which SSL ciphers are supported by the remote
service for encrypting communications.","n/a","https://www.openssl.org/docs/man1.1.0/apps/ciphers.html
http://www.nessus.org/u?3a040ada","
Here is the list of SSL ciphers supported by the remote server :
Each group is reported per SSL Version.

SSL Version : TLSv12
  High Strength Ciphers (>= 112-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    ECDHE-RSA-AES128-SHA256       0xC0, 0x2F       ECDH          RSA      AES-GCM(128)           SHA256
    ECDHE-RSA-AES256-SHA384       0xC0, 0x30       ECDH          RSA      AES-GCM(256)           SHA384
    ECDHE-RSA-CHACHA20-POLY1305   0xCC, 0xA8       ECDH          RSA      ChaCha20-Poly1305(256) SHA256
    RSA-AES128-SHA256             0x00, 0x9C       RSA           RSA      AES-GCM(128)           SHA256
    RSA-AES256-SHA384             0x00, 0x9D       RSA           RSA      AES-GCM(256)           SHA384

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
","","","","","None","","","","2006/06/05","2021/03/09","","",""
"22964","","","None","10.150.1.21","tcp","22","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","An SSH server is running on this port.","","","","","None","","","","2007/08/19","2021/04/14","","",""
"22964","","","None","10.150.1.21","tcp","6443","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A TLSv1.2 server answered on this port.
","","","","","None","","","","2007/08/19","2021/04/14","","",""
"22964","","","None","10.150.1.21","tcp","8001","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A web server is running on this port.","","","","","None","","","","2007/08/19","2021/04/14","","",""
"22964","","","None","10.150.1.21","tcp","9100","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A web server is running on this port.","","","","","None","","","","2007/08/19","2021/04/14","","",""
"22964","","","None","10.150.1.21","tcp","30002","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A web server is running on this port.","","","","","None","","","","2007/08/19","2021/04/14","","",""
"24260","","","None","10.150.1.21","tcp","6443","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive and HTTP pipelining are enabled,
etc... 

This test is informational only and does not denote any security
problem.","n/a","","
Response Code : HTTP/1.1 401 Unauthorized

Protocol version : HTTP/1.1
SSL : yes
Keep-Alive : no
Options allowed : (Not implemented)
Headers :

  Content-Type: application/json
  Date: Tue, 05 Apr 2022 12:51:59 GMT
  Content-Length: 129
  Connection: close
  
Response Body :

{""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""Unauthorized"",""reason"":""Unauthorized"",""code"":401}
","","","","","None","","","","2007/01/30","2019/11/22","","",""
"24260","","","None","10.150.1.21","tcp","8001","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive and HTTP pipelining are enabled,
etc... 

This test is informational only and does not denote any security
problem.","n/a","","
Response Code : HTTP/1.1 200 OK

Protocol version : HTTP/1.1
SSL : no
Keep-Alive : no
Options allowed : (Not implemented)
Headers :

  Content-Length: 2830
  Content-Type: application/json
  Date: Tue, 05 Apr 2022 12:51:57 GMT
  Connection: close
  
Response Body :

{
  ""paths"": [
    ""/api"",
    ""/api/v1"",
    ""/apis"",
    ""/apis/"",
    ""/apis/admissionregistration.k8s.io"",
    ""/apis/admissionregistration.k8s.io/v1beta1"",
    ""/apis/apiextensions.k8s.io"",
    ""/apis/apiextensions.k8s.io/v1beta1"",
    ""/apis/apiregistration.k8s.io"",
    ""/apis/apiregistration.k8s.io/v1"",
    ""/apis/apiregistration.k8s.io/v1beta1"",
    ""/apis/apps"",
    ""/apis/apps/v1"",
    ""/apis/apps/v1beta1"",
    ""/apis/apps/v1beta2"",
    ""/apis/authentication.k8s.io"",
    ""/apis/authentication.k8s.io/v1"",
    ""/apis/authentication.k8s.io/v1beta1"",
    ""/apis/authorization.k8s.io"",
    ""/apis/authorization.k8s.io/v1"",
    ""/apis/authorization.k8s.io/v1beta1"",
    ""/apis/autoscaling"",
    ""/apis/autoscaling/v1"",
    ""/apis/autoscaling/v2beta1"",
    ""/apis/autoscaling/v2beta2"",
    ""/apis/batch"",
    ""/apis/batch/v1"",
    ""/apis/batch/v1beta1"",
    ""/apis/batch/v2alpha1"",
    ""/apis/certificates.k8s.io"",
    ""/apis/certificates.k8s.io/v1beta1"",
    ""/apis/coordination.k8s.io"",
    ""/apis/coordination.k8s.io/v1"",
    ""/apis/coordination.k8s.io/v1beta1"",
    ""/apis/events.k8s.io"",
    ""/apis/events.k8s.io/v1beta1"",
    ""/apis/extensions"",
    ""/apis/extensions/v1beta1"",
    ""/apis/metrics.k8s.io"",
    ""/apis/metrics.k8s.io/v1beta1"",
    ""/apis/networking.k8s.io"",
    ""/apis/networking.k8s.io/v1"",
    ""/apis/networking.k8s.io/v1beta1"",
    ""/apis/node.k8s.io"",
    ""/apis/node.k8s.io/v1beta1"",
    ""/apis/policy"",
    ""/apis/policy/v1beta1"",
    ""/apis/rbac.authorization.k8s.io"",
    ""/apis/rbac.authorization.k8s.io/v1"",
    ""/apis/rbac.authorization.k8s.io/v1beta1"",
    ""/apis/scheduling.k8s.io"",
    ""/apis/scheduling.k8s.io/v1"",
    ""/apis/scheduling.k8s.io/v1beta1"",
    ""/apis/storage.k8s.io"",
    ""/apis/storage.k8s.io/v1"",
    ""/apis/storage.k8s.io/v1beta1"",
    ""/healthz"",
    ""/healthz/autoregister-completion"",
    ""/healthz/etcd"",
    ""/healthz/log"",
    ""/healthz/ping"",
    ""/healthz/poststarthook/apiservice-openapi-controller"",
    ""/healthz/poststarthook/apiservice-registration-controller"",
    ""/healthz/poststarthook/apiservice-status-available-controller"",
    ""/healthz/poststarthook/bootstrap-controller"",
    ""/healthz/poststarthook/ca-registration"",
    ""/healthz/poststarthook/crd-informer-synced"",
    ""/healthz/poststarthook/generic-apiserver-start-informers"",
    ""/healthz/poststarthook/kube-apiserver-autoregistration"",
    ""/healthz/poststarthook/rbac/bootstrap-roles"",
    ""/healthz/poststarthook/scheduling/bootstrap-system-priority-classes"",
    ""/healthz/poststarthook/start-apiextensions-controllers"",
    ""/healthz/poststarthook/start-apiextensions-informers"",
    ""/healthz/poststarthook/start-kube-aggregator-informers"",
    ""/healthz/poststarthook/start-kube-apiserver-admission-initializer"",
    ""/logs"",
    ""/metrics"",
    ""/openapi/v2"",
    ""/version""
  ]
}","","","","","None","","","","2007/01/30","2019/11/22","","",""
"24260","","","None","10.150.1.21","tcp","9100","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive and HTTP pipelining are enabled,
etc... 

This test is informational only and does not denote any security
problem.","n/a","","
Response Code : HTTP/1.1 200 OK

Protocol version : HTTP/1.1
SSL : no
Keep-Alive : no
Options allowed : (Not implemented)
Headers :

  Date: Tue, 05 Apr 2022 12:51:58 GMT
  Content-Length: 150
  Content-Type: text/html; charset=utf-8
  Connection: close
  
Response Body :

<html>
			<head><title>Node Exporter</title></head>
			<body>
			<h1>Node Exporter</h1>
			<p><a href=""/metrics"">Metrics</a></p>
			</body>
			</html>","","","","","None","","","","2007/01/30","2019/11/22","","",""
"24260","","","None","10.150.1.21","tcp","30001","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive and HTTP pipelining are enabled,
etc... 

This test is informational only and does not denote any security
problem.","n/a","","
Response Code : HTTP/1.1 404 Not Found

Protocol version : HTTP/1.1
SSL : no
Keep-Alive : no
Options allowed : (Not implemented)
Headers :

  Server: fasthttp
  Date: Tue, 05 Apr 2022 12:51:59 GMT
  Content-Type: text/plain; charset=utf-8
  Content-Length: 45
  X-Content-Type-Options: nosniff
  Strict-Transport-Security: max-age=31536000; includeSubdomains;
  Cache-Control: no-cache,no-store
  Access-Control-Allow-Origin: *
  Access-Control-Allow-Credentials: true
  Content-Security-Policy: default-src 'self'; img-src 'self'; object-src 'none'; script-src 'self'; style-src 'self'; frame-ancestors 'self'; base-uri 'self'; form-action 'self';
  
Response Body :

","","","","","None","","","","2007/01/30","2019/11/22","","",""
"24260","","","None","10.150.1.21","tcp","30002","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive and HTTP pipelining are enabled,
etc... 

This test is informational only and does not denote any security
problem.","n/a","","
Response Code : HTTP/1.1 404 Not Found

Protocol version : HTTP/1.1
SSL : no
Keep-Alive : no
Options allowed : (Not implemented)
Headers :

  Server: fasthttp
  Date: Tue, 05 Apr 2022 12:51:58 GMT
  Content-Type: text/plain; charset=utf-8
  Content-Length: 45
  Content-Security-Policy: default-src 'self'; img-src 'self'; object-src 'none'; script-src 'self'; style-src 'self'; frame-ancestors 'self'; base-uri 'self'; form-action 'self';
  X-Content-Type-Options: nosniff
  Strict-Transport-Security: max-age=31536000; includeSubdomains;
  Cache-Control: no-cache,no-store
  Access-Control-Allow-Origin: *
  Access-Control-Allow-Credentials: true
  
Response Body :

","","","","","None","","","","2007/01/30","2019/11/22","","",""
"25220","","","None","10.150.1.21","tcp","0","TCP/IP Timestamps Supported","The remote service implements TCP timestamps.","The remote host implements TCP timestamps, as defined by RFC1323.  A
side effect of this feature is that the uptime of the remote host can
sometimes be computed.","n/a","http://www.ietf.org/rfc/rfc1323.txt","","","","","","None","","","","2007/05/16","2019/03/06","","",""
"35297","","","None","10.150.1.21","tcp","6443","SSL Service Requests Client Certificate","The remote service requests an SSL client certificate.","The remote service encrypts communications using SSL/TLS, requests a
client certificate, and may require a valid certificate in order to
establish a connection to the underlying service.","n/a","","
A TLSv12 server is listening on this port that requests a client certificate.
","","","","","None","","","","2009/01/06","2020/06/12","","",""
"42822","","","None","10.150.1.21","tcp","30001","Strict Transport Security (STS) Detection","The remote web server implements Strict Transport Security.","The remote web server implements Strict Transport Security (STS).
The goal of STS is to make sure that a user does not accidentally
downgrade the security of his or her browser.

All unencrypted HTTP connections are redirected to HTTPS.  The browser
is expected to treat all cookies as 'secure' and to close the
connection in the event of potentially insecure situations.","n/a","http://www.nessus.org/u?2fb3aca6","
The STS header line is :

Strict-Transport-Security: max-age=31536000; includeSubdomains;
","","","","","None","","","","2009/11/16","2019/11/22","","",""
"42822","","","None","10.150.1.21","tcp","30002","Strict Transport Security (STS) Detection","The remote web server implements Strict Transport Security.","The remote web server implements Strict Transport Security (STS).
The goal of STS is to make sure that a user does not accidentally
downgrade the security of his or her browser.

All unencrypted HTTP connections are redirected to HTTPS.  The browser
is expected to treat all cookies as 'secure' and to close the
connection in the event of potentially insecure situations.","n/a","http://www.nessus.org/u?2fb3aca6","
The STS header line is :

Strict-Transport-Security: max-age=31536000; includeSubdomains;
","","","","","None","","","","2009/11/16","2019/11/22","","",""
