IP,Hostname,Port,Port Protocol,CVSS,Severity,Solution Type,NVT Name,Summary,Specific Result,NVT OID,CVEs,Task ID,Task Name,Timestamp,Result ID,Impact,Solution,Affected Software/OS,Vulnerability Insight,Vulnerability Detection Method,Product Detection Result,BIDs,CERTs,Other References
172.28.130.190,,8444,tcp,7.5,High,VendorFix,Apache Tomcat DoS Vulnerability (Sep 2021) - Windows,Apache Tomcat is prone to a denial of service (DoS) vulnerability.,"Installed version: 8.5.31
Fixed version:     8.5.64
Installation
path / port:       8444/tcp
",1.3.6.1.4.1.25623.1.0.146722,CVE-2021-41079,792ec9c1-c627-4155-a0a4-ee20e20b7279,SIPH Phase1 scan,2022-04-04T12:43:12Z,f00058c6-b902-4410-bba7-61aa6e6d20a0,,"Update to version 8.5.64, 9.0.44, 10.0.4 or later.","Apache Tomcat 8.5.0 through 8.5.63, 9.0.0-M1 through 9.0.43 and
  10.0.0-M1 through 10.0.2.","When Tomcat was configured to use NIO+OpenSSL or NIO2+OpenSSL
  for TLS, a specially crafted packet could be used to trigger an infinite loop resulting in a
  denial of service.","Checks if a vulnerable version is present on the target host.
Details:
Apache Tomcat DoS Vulnerability (Sep 2021) - Windows
(OID: 1.3.6.1.4.1.25623.1.0.146722)
Version used: 2021-10-04T08:02:33Z
",,,"DFN-CERT-2021-2297,DFN-CERT-2021-2169,DFN-CERT-2021-1990,CB-K21/0983",
172.28.130.190,,443,tcp,7.5,High,VendorFix,Apache Tomcat DoS Vulnerability (Apr 2014) - Windows,Apache Tomcat is prone to a denial of service (DoS) vulnerability.,"Installed version: 7.0.
Fixed version:     7.0.52
Installation
path / port:       443/tcp
",1.3.6.1.4.1.25623.1.0.146895,CVE-2014-0050,792ec9c1-c627-4155-a0a4-ee20e20b7279,SIPH Phase1 scan,2022-04-04T12:43:12Z,efb42506-09df-41c8-822c-13242e43913f,,"Update to version 7.0.52, 8.0.3 or later.",Apache Tomcat version 7.x through 7.0.50 and 8.x through 8.0.1.,"MultipartStream.java in Apache Commons FileUpload before 1.3.1,
  as used in Apache Tomcat, allows remote attackers to cause a denial of service (infinite loop and
  CPU consumption) via a crafted Content-Type header that bypasses a loop's intended exit conditions.","Checks if a vulnerable version is present on the target host.
Details:
Apache Tomcat DoS Vulnerability (Apr 2014) - Windows
(OID: 1.3.6.1.4.1.25623.1.0.146895)
Version used: 2021-10-13T11:49:52Z
",,,"DFN-CERT-2015-0712,DFN-CERT-2015-0556,DFN-CERT-2014-1364,DFN-CERT-2014-1359,DFN-CERT-2014-1238,DFN-CERT-2014-1184,DFN-CERT-2014-0560,DFN-CERT-2014-0536,DFN-CERT-2014-0534,DFN-CERT-2014-0452,DFN-CERT-2014-0433,DFN-CERT-2014-0280,DFN-CERT-2014-0156,CB-K15/0678,CB-K15/0544,CB-K14/1298,CB-K14/1297,CB-K14/1178,CB-K14/1126,CB-K14/0538,CB-K14/0514,CB-K14/0513,CB-K14/0437,CB-K14/0417,CB-K14/0272,CB-K14/0153",
172.28.130.190,,8443,tcp,7.5,High,VendorFix,Apache Tomcat VirtualDirContext Information Disclosure Vulnerability (Windows),Apache Tomcat is prone to an information disclosure vulnerability.,"Installed version: 7.0.
Fixed version:     7.0.81
Installation
path / port:       8443/tcp
",1.3.6.1.4.1.25623.1.0.811846,CVE-2017-12616,792ec9c1-c627-4155-a0a4-ee20e20b7279,SIPH Phase1 scan,2022-04-04T12:43:12Z,15b3f094-6a1d-4620-bb71-4da0136f5f27,"Successful exploitation will allow remote
  attackers to obtain potentially sensitive information on the target system.",Upgrade to Tomcat version 7.0.81 or later.,"Apache Tomcat versions 7.0.0 to 7.0.80
  on Windows","The flaw is due to an improper serving of
  files via 'VirtualDirContext'.","Checks if a vulnerable version is present on the target host.
Details:
Apache Tomcat 'VirtualDirContext' Information Disclosure Vulnerability (Wind...
(OID: 1.3.6.1.4.1.25623.1.0.811846)
Version used: 2021-10-12T09:28:32Z
",,100897,"DFN-CERT-2018-1253,DFN-CERT-2018-1038,DFN-CERT-2018-0455,DFN-CERT-2017-2116,DFN-CERT-2017-1665,CB-K18/0420,CB-K17/2024,CB-K17/1593",
172.28.130.190,,8443,tcp,7.5,High,VendorFix,Apache Tomcat pipelined Requests Information Disclosure Vulnerability (Windows),Apache Tomcat is prone to an information disclosure vulnerability.,"Installed version: 7.0.
Fixed version:     7.0.77
Installation
path / port:       8443/tcp
",1.3.6.1.4.1.25623.1.0.810762,CVE-2017-5647,792ec9c1-c627-4155-a0a4-ee20e20b7279,SIPH Phase1 scan,2022-04-04T12:43:12Z,f2cff827-8c98-427c-9752-f5b3e4722690,"Successful exploitation will allow remote
  attackers to obtain sensitive information from requests other then their own.","Upgrade to version 9.0.0.M19,
  8.5.13, 8.0.43, 7.0.77, 6.0.53  or later.","Apache Tomcat versions 9.0.0.M1 to 9.0.0.M18,
  Apache Tomcat versions 8.5.0 to 8.5.12,
  Apache Tomcat versions 8.0.0.RC1 to 8.0.42,
  Apache Tomcat versions 7.0.0 to 7.0.76 and
  Apache Tomcat versions 6.0.0 to 6.0.52 on Windows.","A bug in the handling of the pipelined
  requests when send file was used resulted in the pipelined request being
  lost when send file processing of the previous request completed.","Checks if a vulnerable version is present on the target host.
Details:
Apache Tomcat 'pipelined' Requests Information Disclosure Vulnerability (Win...
(OID: 1.3.6.1.4.1.25623.1.0.810762)
Version used: 2021-10-12T09:28:32Z
",,,"DFN-CERT-2018-0051,DFN-CERT-2017-1914,DFN-CERT-2017-1485,DFN-CERT-2017-1288,DFN-CERT-2017-1243,DFN-CERT-2017-1095,DFN-CERT-2017-1068,DFN-CERT-2017-0828,DFN-CERT-2017-0624,CB-K18/0047,CB-K17/1831,CB-K17/1423,CB-K17/1246,CB-K17/1205,CB-K17/1060,CB-K17/1033,CB-K17/0801,CB-K17/0604",
172.28.130.190,,8080,tcp,7.5,High,VendorFix,Apache Tomcat VirtualDirContext Information Disclosure Vulnerability (Windows),Apache Tomcat is prone to an information disclosure vulnerability.,"Installed version: 7.0.
Fixed version:     7.0.81
Installation
path / port:       8080/tcp
",1.3.6.1.4.1.25623.1.0.811846,CVE-2017-12616,792ec9c1-c627-4155-a0a4-ee20e20b7279,SIPH Phase1 scan,2022-04-04T12:43:12Z,535e73e2-58dc-497c-bf9e-1e5f2be88851,"Successful exploitation will allow remote
  attackers to obtain potentially sensitive information on the target system.",Upgrade to Tomcat version 7.0.81 or later.,"Apache Tomcat versions 7.0.0 to 7.0.80
  on Windows","The flaw is due to an improper serving of
  files via 'VirtualDirContext'.","Checks if a vulnerable version is present on the target host.
Details:
Apache Tomcat 'VirtualDirContext' Information Disclosure Vulnerability (Wind...
(OID: 1.3.6.1.4.1.25623.1.0.811846)
Version used: 2021-10-12T09:28:32Z
",,100897,"DFN-CERT-2018-1253,DFN-CERT-2018-1038,DFN-CERT-2018-0455,DFN-CERT-2017-2116,DFN-CERT-2017-1665,CB-K18/0420,CB-K17/2024,CB-K17/1593",
172.28.130.190,,8080,tcp,7.5,High,VendorFix,Apache Tomcat NIO HTTP connector Information Disclosure Vulnerability (Windows),Apache Tomcat is prone to an information disclosure vulnerability.,"Installed version: 7.0.
Fixed version:     7.0.75
Installation
path / port:       8080/tcp
",1.3.6.1.4.1.25623.1.0.811296,CVE-2016-8745,792ec9c1-c627-4155-a0a4-ee20e20b7279,SIPH Phase1 scan,2022-04-04T12:43:12Z,935952ae-e5b9-49a7-98f6-7269accb4935,"Successful exploitation will allow remote
  attackers to gain access to potentially sensitive information.","Upgrade to Apache Tomcat version 9.0.0.M15
  or 8.5.9 or 8.0.41 or 7.0.75 or 6.0.50 or later.","Apache Tomcat versions 9.0.0.M1 to 9.0.0.M13,
  Apache Tomcat versions 8.5.0 to 8.5.8,
  Apache Tomcat versions 8.0.0.RC1 to 8.0.39,
  Apache Tomcat versions 7.0.0 to 7.0.73, and
  Apache Tomcat versions 6.0.16 to 6.0.48 on Windows.","The flaw exists due to error handling of the
  send file code for the NIO HTTP connector in Apache Tomcat resulting in the
  current Processor object being added to the Processor cache multiple times.
  This in turn means that the same Processor could be used for concurrent requests.
  Sharing a Processor can result in information leakage between requests including,
  not not limited to, session ID and the response body.","Checks if a vulnerable version is present on the target host.
Details:
Apache Tomcat NIO HTTP connector Information Disclosure Vulnerability (Windo...
(OID: 1.3.6.1.4.1.25623.1.0.811296)
Version used: 2021-10-12T09:28:32Z
",,94828,"DFN-CERT-2018-0729,DFN-CERT-2017-1822,DFN-CERT-2017-1095,DFN-CERT-2017-1068,DFN-CERT-2017-0828,DFN-CERT-2017-0456,DFN-CERT-2017-0404,DFN-CERT-2017-0308,DFN-CERT-2017-0137,DFN-CERT-2017-0095,DFN-CERT-2016-2037,CB-K18/0605,CB-K17/1746,CB-K17/1060,CB-K17/1033,CB-K17/0801,CB-K17/0444,CB-K17/0397,CB-K17/0303,CB-K17/0133,CB-K17/0090,CB-K16/1929",
172.28.130.190,,443,tcp,7.5,High,VendorFix,Apache Tomcat NIO HTTP connector Information Disclosure Vulnerability (Windows),Apache Tomcat is prone to an information disclosure vulnerability.,"Installed version: 7.0.
Fixed version:     7.0.75
Installation
path / port:       443/tcp
",1.3.6.1.4.1.25623.1.0.811296,CVE-2016-8745,792ec9c1-c627-4155-a0a4-ee20e20b7279,SIPH Phase1 scan,2022-04-04T12:43:12Z,e052e672-7ab4-4be2-b095-6568ce55f33b,"Successful exploitation will allow remote
  attackers to gain access to potentially sensitive information.","Upgrade to Apache Tomcat version 9.0.0.M15
  or 8.5.9 or 8.0.41 or 7.0.75 or 6.0.50 or later.","Apache Tomcat versions 9.0.0.M1 to 9.0.0.M13,
  Apache Tomcat versions 8.5.0 to 8.5.8,
  Apache Tomcat versions 8.0.0.RC1 to 8.0.39,
  Apache Tomcat versions 7.0.0 to 7.0.73, and
  Apache Tomcat versions 6.0.16 to 6.0.48 on Windows.","The flaw exists due to error handling of the
  send file code for the NIO HTTP connector in Apache Tomcat resulting in the
  current Processor object being added to the Processor cache multiple times.
  This in turn means that the same Processor could be used for concurrent requests.
  Sharing a Processor can result in information leakage between requests including,
  not not limited to, session ID and the response body.","Checks if a vulnerable version is present on the target host.
Details:
Apache Tomcat NIO HTTP connector Information Disclosure Vulnerability (Windo...
(OID: 1.3.6.1.4.1.25623.1.0.811296)
Version used: 2021-10-12T09:28:32Z
",,94828,"DFN-CERT-2018-0729,DFN-CERT-2017-1822,DFN-CERT-2017-1095,DFN-CERT-2017-1068,DFN-CERT-2017-0828,DFN-CERT-2017-0456,DFN-CERT-2017-0404,DFN-CERT-2017-0308,DFN-CERT-2017-0137,DFN-CERT-2017-0095,DFN-CERT-2016-2037,CB-K18/0605,CB-K17/1746,CB-K17/1060,CB-K17/1033,CB-K17/0801,CB-K17/0444,CB-K17/0397,CB-K17/0303,CB-K17/0133,CB-K17/0090,CB-K16/1929",
172.28.130.190,,8443,tcp,7.5,High,Mitigation,SSL/TLS: Report Vulnerable Cipher Suites for HTTPS,"This routine reports all SSL/TLS cipher suites accepted by a service
  where attack vectors exists only on HTTPS services.","'Vulnerable' cipher suites accepted by this service via the TLSv1.0 protocol:
TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA (SWEET32)
TLS_ECDHE_RSA_WITH_3DES_EDE_CBC_SHA (SWEET32)
'Vulnerable' cipher suites accepted by this service via the TLSv1.1 protocol:
TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA (SWEET32)
TLS_ECDHE_RSA_WITH_3DES_EDE_CBC_SHA (SWEET32)
'Vulnerable' cipher suites accepted by this service via the TLSv1.2 protocol:
TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA (SWEET32)
TLS_ECDHE_RSA_WITH_3DES_EDE_CBC_SHA (SWEET32)
",1.3.6.1.4.1.25623.1.0.108031,"CVE-2016-2183,CVE-2016-6329,CVE-2020-12872",792ec9c1-c627-4155-a0a4-ee20e20b7279,SIPH Phase1 scan,2022-04-04T12:43:12Z,3f7fb1ff-b015-4376-a487-8f559be81187,,"The configuration of this services should be changed so
  that it does not accept the listed cipher suites anymore.
  Please see the references for more resources supporting you with this task.",Services accepting vulnerable SSL/TLS cipher suites via HTTPS.,"These rules are applied for the evaluation of the vulnerable cipher suites:
  - 64-bit block cipher 3DES vulnerable to the SWEET32 attack (CVE-2016-2183).","
Details:
SSL/TLS: Report Vulnerable Cipher Suites for HTTPS
(OID: 1.3.6.1.4.1.25623.1.0.108031)
Version used: 2021-09-20T09:01:50Z
",,,"DFN-CERT-2021-1618,DFN-CERT-2021-0775,DFN-CERT-2021-0770,DFN-CERT-2021-0274,DFN-CERT-2020-2141,DFN-CERT-2020-0368,DFN-CERT-2019-1455,DFN-CERT-2019-0068,DFN-CERT-2018-1296,DFN-CERT-2018-0323,DFN-CERT-2017-2070,DFN-CERT-2017-1954,DFN-CERT-2017-1885,DFN-CERT-2017-1831,DFN-CERT-2017-1821,DFN-CERT-2017-1785,DFN-CERT-2017-1626,DFN-CERT-2017-1326,DFN-CERT-2017-1239,DFN-CERT-2017-1238,DFN-CERT-2017-1090,DFN-CERT-2017-1060,DFN-CERT-2017-0968,DFN-CERT-2017-0947,DFN-CERT-2017-0946,DFN-CERT-2017-0904,DFN-CERT-2017-0816,DFN-CERT-2017-0746,DFN-CERT-2017-0677,DFN-CERT-2017-0675,DFN-CERT-2017-0611,DFN-CERT-2017-0609,DFN-CERT-2017-0522,DFN-CERT-2017-0519,DFN-CERT-2017-0482,DFN-CERT-2017-0351,DFN-CERT-2017-0090,DFN-CERT-2017-0089,DFN-CERT-2017-0088,DFN-CERT-2017-0086,DFN-CERT-2016-1943,DFN-CERT-2016-1937,DFN-CERT-2016-1732,DFN-CERT-2016-1726,DFN-CERT-2016-1715,DFN-CERT-2016-1714,DFN-CERT-2016-1588,DFN-CERT-2016-1555,DFN-CERT-2016-1391,DFN-CERT-2016-1378,CB-K21/1094,CB-K20/1023,CB-K20/0321,CB-K20/0314,CB-K20/0157,CB-K19/0618,CB-K19/0615,CB-K18/0296,CB-K17/1980,CB-K17/1871,CB-K17/1803,CB-K17/1753,CB-K17/1750,CB-K17/1709,CB-K17/1558,CB-K17/1273,CB-K17/1202,CB-K17/1196,CB-K17/1055,CB-K17/1026,CB-K17/0939,CB-K17/0917,CB-K17/0915,CB-K17/0877,CB-K17/0796,CB-K17/0724,CB-K17/0661,CB-K17/0657,CB-K17/0582,CB-K17/0581,CB-K17/0506,CB-K17/0504,CB-K17/0467,CB-K17/0345,CB-K17/0098,CB-K17/0089,CB-K17/0086,CB-K17/0082,CB-K16/1837,CB-K16/1830,CB-K16/1635,CB-K16/1630,CB-K16/1624,CB-K16/1622,CB-K16/1500,CB-K16/1465,CB-K16/1307,CB-K16/1296",
172.28.130.190,,8443,tcp,7.5,High,VendorFix,Apache Tomcat Security Bypass Vulnerability (Windows),Apache Tomcat is prone to a security bypass vulnerability.,"Installed version: 7.0.
Fixed version:     7.0.78
Installation
path / port:       8443/tcp
",1.3.6.1.4.1.25623.1.0.811140,CVE-2017-5664,792ec9c1-c627-4155-a0a4-ee20e20b7279,SIPH Phase1 scan,2022-04-04T12:43:12Z,d6ec4eb2-95e6-499a-b996-73603e92f00d,"Successful exploitation will allow an attacker to
  exploit this issue to bypass certain security restrictions and perform
  unauthorized actions. This may lead to further attacks.","Upgrade to version 9.0.0.M21, or 8.5.15,
  or 8.0.44, or 7.0.78 or later.","Apache Tomcat 9.0.0.M1 to 9.0.0.M20,
  Apache Tomcat 8.5.0 to 8.5.14,
  Apache Tomcat 8.0.0.RC1 to 8.0.43 and
  Apache Tomcat 7.0.0 to 7.0.77 on Windows","The error page mechanism of the Java Servlet
  Specification requires that, when an error occurs and an error page is
  configured for the error that occurred, the original request and response are
  forwarded to the error page. This means that the request is presented to the
  error page with the original HTTP method. If the error page is a static file,
  expected behaviour is to serve content of the file as if processing a GET request,
  regardless of the actual HTTP method. Tomcat's Default Servlet did not do this.
  Depending on the original request this could lead to unexpected and undesirable
  results for static error pages including, if the DefaultServlet is configured to
  permit writes, the replacement or removal of the custom error page","Checks if a vulnerable version is present on the target host.
Details:
Apache Tomcat Security Bypass Vulnerability (Windows)
(OID: 1.3.6.1.4.1.25623.1.0.811140)
Version used: 2021-10-12T09:28:32Z
",,98888,"DFN-CERT-2018-1274,DFN-CERT-2018-0729,DFN-CERT-2018-0513,DFN-CERT-2018-0077,DFN-CERT-2018-0051,DFN-CERT-2017-2116,DFN-CERT-2017-2106,DFN-CERT-2017-1914,DFN-CERT-2017-1827,DFN-CERT-2017-1558,DFN-CERT-2017-1485,DFN-CERT-2017-1300,DFN-CERT-2017-1288,DFN-CERT-2017-1011,CB-K18/0605,CB-K18/0603,CB-K18/0478,CB-K18/0066,CB-K18/0047,CB-K17/2024,CB-K17/2017,CB-K17/1831,CB-K17/1748,CB-K17/1492,CB-K17/1423,CB-K17/1257,CB-K17/1246,CB-K17/0977",
172.28.130.190,,8081,tcp,7.5,High,VendorFix,Apache Tomcat HTTP/2 Vulnerability - Dec20 (Windows),Apache Tomcat is prone to an information disclosure vulnerability in HTTP/2.,"Installed version: 8.5.31
Fixed version:     8.5.60
Installation
path / port:       8081/tcp
",1.3.6.1.4.1.25623.1.0.144985,CVE-2020-17527,792ec9c1-c627-4155-a0a4-ee20e20b7279,SIPH Phase1 scan,2022-04-04T12:43:12Z,7a8a9e1a-45f5-4f8b-97ff-fb0c3dbfceb8,,"Update to version 8.5.60, 9.0.40, 10.0.0-M10 or later.","Apache Tomcat 8.5.0 to 8.5.59, 9.0.0.M1 to 9.0.39 and 10.0.0-M1 to 10.0.0-M9.","It was discovered that Apache Tomcat could re-use an HTTP request header value
  from the previous stream received on an HTTP/2 connection for the request associated with the subsequent stream.
  While this would most likely lead to an error and the closure of the HTTP/2 connection, it is possible that
  information could leak between requests.","Checks if a vulnerable version is present on the target host.
Details:
Apache Tomcat HTTP/2 Vulnerability - Dec20 (Windows)
(OID: 1.3.6.1.4.1.25623.1.0.144985)
Version used: 2021-07-22T02:00:50Z
",,,"DFN-CERT-2021-2620,DFN-CERT-2021-0821,DFN-CERT-2021-0820,DFN-CERT-2021-0338,DFN-CERT-2021-0134,DFN-CERT-2021-0034,DFN-CERT-2020-2646,CB-K21/0421,CB-K21/0418,CB-K20/1195",
172.28.130.190,,8444,tcp,7.5,High,VendorFix,Apache Tomcat DoS Vulnerability - June19 (Windows),"Apache Tomcat is prone to a denial of service vulnerability in the HTTP/2
  implementation.","Installed version: 8.5.31
Fixed version:     8.5.41
Installation
path / port:       8444/tcp
",1.3.6.1.4.1.25623.1.0.107013,CVE-2019-10072,792ec9c1-c627-4155-a0a4-ee20e20b7279,SIPH Phase1 scan,2022-04-04T12:43:12Z,d86fe210-c991-4882-afb6-c33d92e7953b,,"Update to version 8.5.41, 9.0.20 or later.",Apache Tomcat 8.5.0 to 8.5.40 and 9.0.0.M1 to 9.0.19.,"The HTTP/2 implementation accepts streams with excessive numbers of SETTINGS
  frames and also permitts clients to keep streams open without reading/writing request/response data. By keeping
  streams open for requests that utilises the Servlet API's blocking I/O, clients are able to cause server-side
  threads to block eventually leading to thread exhaustion and a DoS.","Checks if a vulnerable version is present on the target host.
Details:
Apache Tomcat DoS Vulnerability - June19 (Windows)
(OID: 1.3.6.1.4.1.25623.1.0.107013)
Version used: 2021-09-02T13:01:30Z
",,,"DFN-CERT-2020-0501,DFN-CERT-2020-0088,DFN-CERT-2020-0027,DFN-CERT-2019-2457,DFN-CERT-2019-2149,DFN-CERT-2019-1895,DFN-CERT-2019-1472,DFN-CERT-2019-1268,CB-K20/1008,CB-K20/0029,CB-K19/0915,CB-K19/0523",
172.28.130.190,,8081,tcp,7.5,High,VendorFix,Apache Tomcat DoS Vulnerability - June19 (Windows),"Apache Tomcat is prone to a denial of service vulnerability in the HTTP/2
  implementation.","Installed version: 8.5.31
Fixed version:     8.5.41
Installation
path / port:       8081/tcp
",1.3.6.1.4.1.25623.1.0.107013,CVE-2019-10072,792ec9c1-c627-4155-a0a4-ee20e20b7279,SIPH Phase1 scan,2022-04-04T12:43:12Z,e6c1e18a-c8cb-4252-9cee-aaf0b92524fe,,"Update to version 8.5.41, 9.0.20 or later.",Apache Tomcat 8.5.0 to 8.5.40 and 9.0.0.M1 to 9.0.19.,"The HTTP/2 implementation accepts streams with excessive numbers of SETTINGS
  frames and also permitts clients to keep streams open without reading/writing request/response data. By keeping
  streams open for requests that utilises the Servlet API's blocking I/O, clients are able to cause server-side
  threads to block eventually leading to thread exhaustion and a DoS.","Checks if a vulnerable version is present on the target host.
Details:
Apache Tomcat DoS Vulnerability - June19 (Windows)
(OID: 1.3.6.1.4.1.25623.1.0.107013)
Version used: 2021-09-02T13:01:30Z
",,,"DFN-CERT-2020-0501,DFN-CERT-2020-0088,DFN-CERT-2020-0027,DFN-CERT-2019-2457,DFN-CERT-2019-2149,DFN-CERT-2019-1895,DFN-CERT-2019-1472,DFN-CERT-2019-1268,CB-K20/1008,CB-K20/0029,CB-K19/0915,CB-K19/0523",
172.28.130.190,,8080,tcp,7.5,High,VendorFix,Apache Tomcat Session Fixation Vulnerability - Dec19 (Windows),Apache Tomcat is prone to a session fixation vulnerability.,"Installed version: 7.0.
Fixed version:     7.0.99
Installation
path / port:       8080/tcp
",1.3.6.1.4.1.25623.1.0.143314,CVE-2019-17563,792ec9c1-c627-4155-a0a4-ee20e20b7279,SIPH Phase1 scan,2022-04-04T12:43:12Z,9e6bee5e-7f97-4604-aa67-ee4c393d5d61,,"Update to version 7.0.99, 8.5.50, 9.0.30 or later.","Apache Tomcat 7.0.0 to 7.0.98, 8.5.0 to 8.5.49 and 9.0.0.M1 to 9.0.29.","When using FORM authentication there was a narrow window where an attacker
  could perform a session fixation attack. The window was considered too narrow for an exploit to be practical
  but, erring on the side of caution, this issue has been treated as a security vulnerability.","Checks if a vulnerable version is present on the target host.
Details:
Apache Tomcat Session Fixation Vulnerability - Dec19 (Windows)
(OID: 1.3.6.1.4.1.25623.1.0.143314)
Version used: 2021-07-22T02:00:50Z
",,,"DFN-CERT-2021-0575,DFN-CERT-2020-2132,DFN-CERT-2020-1134,DFN-CERT-2020-1129,DFN-CERT-2020-0821,DFN-CERT-2020-0780,DFN-CERT-2020-0775,DFN-CERT-2020-0557,DFN-CERT-2020-0501,DFN-CERT-2020-0345,DFN-CERT-2020-0027,DFN-CERT-2019-2710,DFN-CERT-2019-2673,CB-K21/0071,CB-K20/1030,CB-K20/0318,CB-K20/0309,CB-K19/1102",
172.28.130.190,,8444,tcp,7.5,High,VendorFix,Apache Tomcat HTTP/2 Vulnerability - Dec20 (Windows),Apache Tomcat is prone to an information disclosure vulnerability in HTTP/2.,"Installed version: 8.5.31
Fixed version:     8.5.60
Installation
path / port:       8444/tcp
",1.3.6.1.4.1.25623.1.0.144985,CVE-2020-17527,792ec9c1-c627-4155-a0a4-ee20e20b7279,SIPH Phase1 scan,2022-04-04T12:43:12Z,76dfd49e-628c-4e18-8269-f4ac8d235b6a,,"Update to version 8.5.60, 9.0.40, 10.0.0-M10 or later.","Apache Tomcat 8.5.0 to 8.5.59, 9.0.0.M1 to 9.0.39 and 10.0.0-M1 to 10.0.0-M9.","It was discovered that Apache Tomcat could re-use an HTTP request header value
  from the previous stream received on an HTTP/2 connection for the request associated with the subsequent stream.
  While this would most likely lead to an error and the closure of the HTTP/2 connection, it is possible that
  information could leak between requests.","Checks if a vulnerable version is present on the target host.
Details:
Apache Tomcat HTTP/2 Vulnerability - Dec20 (Windows)
(OID: 1.3.6.1.4.1.25623.1.0.144985)
Version used: 2021-07-22T02:00:50Z
",,,"DFN-CERT-2021-2620,DFN-CERT-2021-0821,DFN-CERT-2021-0820,DFN-CERT-2021-0338,DFN-CERT-2021-0134,DFN-CERT-2021-0034,DFN-CERT-2020-2646,CB-K21/0421,CB-K21/0418,CB-K20/1195",
172.28.130.190,,8444,tcp,7.5,High,VendorFix,Apache Tomcat Session Fixation Vulnerability - Dec19 (Windows),Apache Tomcat is prone to a session fixation vulnerability.,"Installed version: 8.5.31
Fixed version:     8.5.50
Installation
path / port:       8444/tcp
",1.3.6.1.4.1.25623.1.0.143314,CVE-2019-17563,792ec9c1-c627-4155-a0a4-ee20e20b7279,SIPH Phase1 scan,2022-04-04T12:43:12Z,8ceb1154-01e2-45c1-883b-1484aa7cc3e7,,"Update to version 7.0.99, 8.5.50, 9.0.30 or later.","Apache Tomcat 7.0.0 to 7.0.98, 8.5.0 to 8.5.49 and 9.0.0.M1 to 9.0.29.","When using FORM authentication there was a narrow window where an attacker
  could perform a session fixation attack. The window was considered too narrow for an exploit to be practical
  but, erring on the side of caution, this issue has been treated as a security vulnerability.","Checks if a vulnerable version is present on the target host.
Details:
Apache Tomcat Session Fixation Vulnerability - Dec19 (Windows)
(OID: 1.3.6.1.4.1.25623.1.0.143314)
Version used: 2021-07-22T02:00:50Z
",,,"DFN-CERT-2021-0575,DFN-CERT-2020-2132,DFN-CERT-2020-1134,DFN-CERT-2020-1129,DFN-CERT-2020-0821,DFN-CERT-2020-0780,DFN-CERT-2020-0775,DFN-CERT-2020-0557,DFN-CERT-2020-0501,DFN-CERT-2020-0345,DFN-CERT-2020-0027,DFN-CERT-2019-2710,DFN-CERT-2019-2673,CB-K21/0071,CB-K20/1030,CB-K20/0318,CB-K20/0309,CB-K19/1102",
172.28.130.190,,8081,tcp,7.5,High,VendorFix,Apache Tomcat Session Fixation Vulnerability - Dec19 (Windows),Apache Tomcat is prone to a session fixation vulnerability.,"Installed version: 8.5.31
Fixed version:     8.5.50
Installation
path / port:       8081/tcp
",1.3.6.1.4.1.25623.1.0.143314,CVE-2019-17563,792ec9c1-c627-4155-a0a4-ee20e20b7279,SIPH Phase1 scan,2022-04-04T12:43:12Z,96d662fe-5c36-4fe3-a150-164ca00a0baf,,"Update to version 7.0.99, 8.5.50, 9.0.30 or later.","Apache Tomcat 7.0.0 to 7.0.98, 8.5.0 to 8.5.49 and 9.0.0.M1 to 9.0.29.","When using FORM authentication there was a narrow window where an attacker
  could perform a session fixation attack. The window was considered too narrow for an exploit to be practical
  but, erring on the side of caution, this issue has been treated as a security vulnerability.","Checks if a vulnerable version is present on the target host.
Details:
Apache Tomcat Session Fixation Vulnerability - Dec19 (Windows)
(OID: 1.3.6.1.4.1.25623.1.0.143314)
Version used: 2021-07-22T02:00:50Z
",,,"DFN-CERT-2021-0575,DFN-CERT-2020-2132,DFN-CERT-2020-1134,DFN-CERT-2020-1129,DFN-CERT-2020-0821,DFN-CERT-2020-0780,DFN-CERT-2020-0775,DFN-CERT-2020-0557,DFN-CERT-2020-0501,DFN-CERT-2020-0345,DFN-CERT-2020-0027,DFN-CERT-2019-2710,DFN-CERT-2019-2673,CB-K21/0071,CB-K20/1030,CB-K20/0318,CB-K20/0309,CB-K19/1102",
